,,close,high,low,open,volume
ITRN,3/21/2019,33.7255,34.2518,33.6461,33.805,33174
ITRN,3/22/2019,33.08,33.6659,33.0005,33.6659,66166
ITRN,3/25/2019,33.79,33.8,33.03,33.16,120320
ITRN,3/26/2019,34.56,34.56,33.5,33.8,68974
ITRN,3/27/2019,34.56,35.1182,34.06,34.46,64541
ITRN,3/28/2019,34.23,35.01,34.18,34.56,65337
ITRN,3/29/2019,34.15,34.66,33.87,34.56,15031
ITRN,04/01/2019,35.27,35.58,33.9,34.44,128542
ITRN,04/02/2019,34.72,35.38,34.62,35.38,18277
ITRN,04/03/2019,35.46,35.55,34.6,34.79,64490
ITRN,04/04/2019,35.37,36.13,35.05,35.46,23849
ITRN,04/05/2019,35.08,35.45,34.995,35.38,24495
ITRN,04/08/2019,35.96,36.1,35.09,35.09,14122
ITRN,04/09/2019,36.23,36.39,35.71,35.71,20431
ITRN,04/10/2019,36.46,36.81,36.23,36.28,19282
ITRN,04/11/2019,36.69,36.85,36.46,36.52,11727
ITRN,04/12/2019,36.5,36.93,36.36,36.85,5925
ITRN,4/15/2019,36.2,36.5499,36.02,36.5,24679
ITRN,4/16/2019,36.77,36.9,36.22,36.33,61872
ITRN,4/17/2019,36.93,36.93,36.4,36.87,28067
ITRN,4/18/2019,36.94,37.21,36.6315,36.84,68888
ITRN,4/22/2019,36.8,37.32,36.58,36.86,44093
ITRN,4/23/2019,36.83,37,36.53,36.84,18563
ITRN,4/24/2019,36.81,36.99,36.65,36.76,20527
ITRN,4/25/2019,36.4,36.76,35.8,36.76,25741
ITRN,4/26/2019,36.51,36.55,36.24,36.42,12155
ITRN,4/29/2019,36.92,37.055,36.5,36.5,20493
ITRN,4/30/2019,36.77,37,36.4,36.99,29680
ITRN,05/01/2019,36.2,36.93,36.2,36.68,36150
ITRN,05/02/2019,35.21,36.4686,35.17,36.45,18362
ITRN,05/03/2019,35.05,35.508,34.77,35.41,13026
ITRN,05/06/2019,34.72,34.9634,34.05,34.54,42593
ITRN,05/07/2019,33.88,34.99,33.79,34.57,27558
ITRN,05/08/2019,33.36,34.05,33.08,33.88,26007
ITRN,05/09/2019,32.42,32.92,32.29,32.92,36088
ITRN,05/10/2019,32.47,32.55,31.81,32.5,29471
ITRN,5/13/2019,32.38,32.57,31.74,31.74,19684
ITRN,5/14/2019,32.9,33.05,32.06,32.38,32553
ITRN,5/15/2019,32.68,32.83,32.34,32.65,18679
RNWK,3/15/2019,3.36,3.38,3.28,3.32,37468
RNWK,3/18/2019,3.23,3.31,3.23,3.2599,6177
RNWK,3/19/2019,3.16,3.23,3.0954,3.1303,14332
RNWK,3/20/2019,3.1,3.185,3.075,3.15,13194
RNWK,3/21/2019,3.18,3.33,3.15,3.165,6483
RNWK,3/22/2019,3.12,3.206,3.07,3.206,2181
RNWK,3/25/2019,3.01,3.2242,2.97,3.09,32027
RNWK,3/26/2019,2.96,3.1336,2.92,3.015,45537
RNWK,3/27/2019,2.885,3.09,2.84,3,14184
RNWK,3/28/2019,2.99,2.99,2.88,2.88,68495
RNWK,3/29/2019,3.11,3.29,3,3,33913
RNWK,04/01/2019,3.15,3.2,3.05,3.11,44006
RNWK,04/02/2019,3.23,3.24,3.115,3.15,13389
RNWK,04/03/2019,3.2,3.3,3.1344,3.23,22789
RNWK,04/04/2019,3.13,3.21,3.11,3.2,86136
RNWK,04/05/2019,2.95,3.18,2.95,3.13,9282
RNWK,04/08/2019,3.01,3.02,2.93,2.95,15996
RNWK,04/09/2019,2.77,2.9511,2.6966,2.9511,66954
RNWK,04/10/2019,2.84,2.87,2.79,2.79,5720
RNWK,04/11/2019,2.85,2.87,2.67,2.7486,13024
RNWK,04/12/2019,2.87,2.87,2.76,2.76,2190
RNWK,4/15/2019,2.86,2.87,2.63,2.86,4615
RNWK,4/16/2019,2.87,2.87,2.84,2.87,2347
RNWK,4/17/2019,2.69,2.72,2.47,2.72,29242
RNWK,4/18/2019,2.67,2.7,2.665,2.7,4306
RNWK,4/22/2019,2.67,2.7,2.6108,2.7,7704
RNWK,4/23/2019,2.68,2.69,2.62,2.66,8487
RNWK,4/24/2019,2.66,2.6821,2.64,2.66,4911
RNWK,4/25/2019,2.67,2.69,2.65,2.66,10120
RNWK,4/26/2019,2.59,2.67,2.5,2.67,18236
RNWK,4/29/2019,2.51,2.6,2.5,2.59,329215
RNWK,4/30/2019,2.6,2.63,2.5,2.5,28750
RNWK,05/01/2019,2.51,2.63,2.51,2.6169,55893
RNWK,05/02/2019,2.45,2.53,2.4,2.5,23442
RNWK,05/03/2019,2.33,2.49,2.32,2.49,75127
RNWK,05/06/2019,2.24,2.33,2.22,2.33,74061
RNWK,05/07/2019,2.28,2.28,2.25,2.25,16300
RNWK,05/08/2019,2.262,2.28,2.25,2.28,17590
RNWK,05/09/2019,2.24,2.27,2.23,2.26,10760
RNWK,05/10/2019,2.19,2.2436,2.155,2.24,15952
RNWK,5/13/2019,2.1,2.13,2.01,2.1053,22727
RNWK,5/14/2019,2.09,2.15,2.075,2.1,61318
RNWK,5/15/2019,2.01,2.18,2,2.07,58731
